,bias,type,allsides_url,agree,disagree,url,confidence
Glenn McCoy (cartoonist),Right,Authors,https://www.allsides.com/news-source/glenn-mccoy-cartoonist,83,67,,n/a
Greg Sargent,Left,Authors,https://www.allsides.com/news-source/greg-sargent-media-bias,8,11,,low
Guest Writer - Center,Center,Authors,https://www.allsides.com/news-source/guest-writer-center-media-bias,120,157,,high
Guest Writer - Right,Lean Right,Authors,https://www.allsides.com/news-source/guest-writer-right,327,438,,medium
H.R. McMaster,Center,Authors,https://www.allsides.com/news-source/hr-mcmaster-media-bias,68,45,,low
Hayes Brown,Left,Authors,https://www.allsides.com/news-source/hayes-brown-media-bias,24,18,,low
Heather Thompson Day,Center,Authors,https://www.allsides.com/news-source/heather-thompson-day-media-bias,26,31,,low
Helen Andrews,Lean Right,Authors,https://www.allsides.com/news-source/helen-andrews-media-bias,41,32,,low
Henry Payne (cartoonist),Right,Authors,https://www.allsides.com/news-source/henry-payne-cartoonist,119,134,,n/a
Hirsh Joshi,Left,Authors,https://www.allsides.com/news-source/hirsh-joshi-media-bias,90,70,,low
Hudson Crozier,Lean Right,Authors,https://www.allsides.com/news-source/hudson-crozier-media-bias,6,7,,low
Isaiah Anthony,Center,Authors,https://www.allsides.com/news-source/isaiah-anthony-media-bias,11,7,,low
Jack Shafer,Center,Authors,https://www.allsides.com/news-source/jack-shafer-media-bias,12,15,,low
Jackson Lanzer,Center,Authors,https://www.allsides.com/news-source/jackson-lanzer-media-bias,58,64,,low
Jamelle Bouie,Left,Authors,https://www.allsides.com/news-source/jamelle-bouie-media-bias,9,8,,low
James Coan,Center,Authors,https://www.allsides.com/news-source/james-coan-media-bias,52,63,,low
James Hohmann,Lean Right,Authors,https://www.allsides.com/news-source/james-hohmann,118,111,,n/a
James Pethokoukis,Lean Right,Authors,https://www.allsides.com/news-source/james-pethokoukis,132,125,,low
Jared McKiernan,Center,Authors,https://www.allsides.com/news-source/jared-mckiernan-media-bias,40,45,,low
Jed Shugerman,Lean Left,Authors,https://www.allsides.com/news-source/jed-shugerman-media-bias,4,4,,low
Jeff Flake,Lean Right,Authors,https://www.allsides.com/news-source/jeff-flake-media-bias,126,268,,low
Jeff Spross,Left,Authors,https://www.allsides.com/news-source/jeff-spross-media-bias,66,52,,low
Jen Sorensen (cartoonist),Left,Authors,https://www.allsides.com/news-source/jen-sorensen-cartoonist,97,70,,n/a
Jennifer Rubin,Lean Left,Authors,https://www.allsides.com/news-source/jennifer-rubin,270,462,,n/a
Jeremy Garson,Lean Left,Authors,https://www.allsides.com/news-source/jeremy-garson-media-bias,22,20,,low
Jerry Bowyer,Right,Authors,https://www.allsides.com/news-source/jerry-bowyer,192,275,,low
Jesse Lee Peterson,Right,Authors,https://www.allsides.com/news-source/jesse-lee-peterson-media-bias,1,0,,low
Jill Lawrence,Lean Left,Authors,https://www.allsides.com/news-source/jill-lawrence-media-bias,27,21,,low
Jim Morin (cartoonist),Left,Authors,https://www.allsides.com/news-source/jim-morin-cartoonist,81,42,,n/a
Jim Rutenberg,Lean Left,Authors,https://www.allsides.com/news-source/jim-rutenberg,96,84,,n/a
Joan Walsh,Left,Authors,https://www.allsides.com/news-source/joan-walsh-media-bias,76,45,,low
Joe Scarborough,Lean Right,Authors,https://www.allsides.com/news-source/joe-scarborough,379,1498,,n/a
Joel Pett (cartoonist),Left,Authors,https://www.allsides.com/news-source/joel-pett-cartoonist,95,90,,n/a
John Bolton,Lean Right,Authors,https://www.allsides.com/news-source/john-bolton-media-bias,37,55,,low
John Fund,Lean Right,Authors,https://www.allsides.com/news-source/john-fund,182,193,,low
John Gallagher,Lean Left,Authors,https://www.allsides.com/news-source/john-gallagher-media-bias,9,7,,low
John Lewis,Lean Left,Authors,https://www.allsides.com/news-source/john-lewis-media-bias,40,54,,low
John Nichols,Left,Authors,https://www.allsides.com/news-source/john-nichols-media-bias,5,5,,low
John Pudner,Right,Authors,https://www.allsides.com/news-source/john-pudner,112,127,,medium
John Stossel,Lean Right,Authors,https://www.allsides.com/news-source/john-stossel,971,746,,medium
Jon Lovett,Left,Authors,https://www.allsides.com/news-source/jon-lovett-media-bias,4,5,,low
Jonah Goldberg,Right,Authors,https://www.allsides.com/news-source/jonah-goldberg-media-bias,136,229,,low
Jonathan Chait,Left,Authors,https://www.allsides.com/news-source/jonathan-chait,188,174,,medium
Jonathan Miller,Left,Authors,https://www.allsides.com/news-source/jonathan-miller,118,119,,medium
Jordan Weissmann,Left,Authors,https://www.allsides.com/news-source/jordan-weissmann-media-bias,46,41,,low
Joyce Meyer,Center,Authors,https://www.allsides.com/news-source/joyce-meyer-media-bias,1,1,,low
Juan Williams,Lean Left,Authors,https://www.allsides.com/news-source/juan-williams,643,630,,n/a
Judy Sheindlin,Center,Authors,https://www.allsides.com/news-source/judy-sheindlin-media-bias,66,83,,low
Julie Mastrine,Lean Right,Authors,https://www.allsides.com/news-source/julie-mastrine-media-bias,107,106,,medium
Kathleen Parker,Lean Right,Authors,https://www.allsides.com/news-source/kathleen-parker,266,218,,n/a
Katie Hyten,Center,Authors,https://www.allsides.com/news-source/katie-hyten-media-bias,31,30,,low
Kelly Murphy,Lean Left,Authors,https://www.allsides.com/news-source/kelly-murphy-media-bias,28,38,,low
Kevin D. Williamson,Lean Right,Authors,https://www.allsides.com/news-source/kevin-d-williamson-media-bias,27,24,,low
Kevin McLaughlin,Lean Right,Authors,https://www.allsides.com/news-source/kevin-mclaughlin-media-bias,21,21,,low
Kirsten Powers,Lean Left,Authors,https://www.allsides.com/news-source/kirsten-powers-media-bias,168,158,,low
Kristin Shiuey,Center,Authors,https://www.allsides.com/news-source/kristin-shiuey-media-bias,7,9,,low
Kyle Smith,Lean Right,Authors,https://www.allsides.com/news-source/kyle-smith-media-bias,61,51,,low
Lanhee Chen,Right,Authors,https://www.allsides.com/news-source/lanhee-chen,105,131,,low
Lauren Duca,Left,Authors,https://www.allsides.com/news-source/lauren-duca,131,115,,low
Leana Wen,Lean Left,Authors,https://www.allsides.com/news-source/leana-wen-media-bias,41,54,,low
Leo Necheles,Center,Authors,https://www.allsides.com/news-source/leo-necheles-media-bias,17,23,,low
Lisa Benson (cartoonist),Right,Authors,https://www.allsides.com/news-source/lisa-benson-cartoonist,91,82,,n/a
Lucas Grindley,Lean Left,Authors,https://www.allsides.com/news-source/lucas-grindley-media-bias,1,2,,low
Madeleine Albright,Lean Left,Authors,https://www.allsides.com/news-source/madeleine-albright-media-bias,23,15,,low
Marc A. Thiessen,Right,Authors,https://www.allsides.com/news-source/marc-thiessen,489,294,,n/a
Marc Lamont Hill,Left,Authors,https://www.allsides.com/news-source/marc-lamont-hill-media-bias,1,2,,low
Marcia Beckford,Lean Left,Authors,https://www.allsides.com/news-source/marcia-beckford-media-bias,38,45,,low
Mario Nicolais,Lean Right,Authors,https://www.allsides.com/news-source/mario-nicolais-media-bias,34,33,,low
Mark Gerzon,Center,Authors,https://www.allsides.com/news-source/mark-gerzon,81,96,,low
Mark Mix,Right,Authors,https://www.allsides.com/news-source/mark-mix,125,90,,n/a
Marshall Ramsey (cartoonist),Center,Authors,https://www.allsides.com/news-source/marshall-ramsey-cartoonist,90,81,,n/a
Mary O'Grady,Right,Authors,https://www.allsides.com/news-source/mary-ogrady,92,119,,n/a
Matt Bors (cartoonist),Left,Authors,https://www.allsides.com/news-source/matt-bors-cartoonist,83,40,,n/a
Matt Davies (cartoonist),Left,Authors,https://www.allsides.com/news-source/matt-davies-cartoonist,130,70,,n/a
Matt Lewis,Center,Authors,https://www.allsides.com/news-source/matt-lewis-media-bias,25,32,,low
Matt Towery,Lean Right,Authors,https://www.allsides.com/news-source/matt-towery,89,79,,n/a
Matt Wuerker (cartoonist),Left,Authors,https://www.allsides.com/news-source/matt-wuerker-cartoonist,107,78,,n/a
Matthew Walther,Lean Right,Authors,https://www.allsides.com/news-source/matthew-walther-media-bias,142,54,,low
Maureen Callahan,Lean Right,Authors,https://www.allsides.com/news-source/maureen-callahan-media-bias,15,17,,low
Max Boot,Left,Authors,https://www.allsides.com/news-source/max-boot-media-bias,19,13,,low
Merrick Garland,Lean Left,Authors,https://www.allsides.com/news-source/merrick-garland-media-bias,13,28,,high
Michael A. Cohen,Lean Left,Authors,https://www.allsides.com/news-source/michael-cohen-media-bias,19,21,,low
Michael Brendan Dougherty,Lean Right,Authors,https://www.allsides.com/news-source/michael-brendan-dougherty,190,189,,low
Michael Goodwin,Right,Authors,https://www.allsides.com/news-source/michael-goodwin,339,124,,low
Michael Kinsley,Left,Authors,https://www.allsides.com/news-source/michael-kinsley,155,111,https://en.wikipedia.org/wiki/Michael_Kinsley,medium
Michael Ramirez (cartoonist),Right,Authors,https://www.allsides.com/news-source/michael-ramirez-cartoonist,144,149,,n/a
Michael Tauberg,Center,Authors,https://www.allsides.com/news-source/michael-tauberg-media-bias,38,41,,low
Michelle Goldberg,Left,Authors,https://www.allsides.com/news-source/michelle-goldberg-media-bias,155,132,,low
Mike Huckabee,Lean Right,Authors,https://www.allsides.com/news-source/mike-huckabee-media-bias,113,146,,low
Mike Luckovich (cartoonist),Left,Authors,https://www.allsides.com/news-source/mike-luckovich-cartoonist,173,151,,n/a
Mike Thompson (cartoonist),Center,Authors,https://www.allsides.com/news-source/mike-thompson-cartoonist,86,108,,n/a
"Moníca Guzman, Braver Angels",Lean Left,Authors,https://www.allsides.com/news-source/mon-ca-guzman-braver-angels-media-bias,23,25,,low
Morgan Jacobsen,Center,Authors,https://www.allsides.com/news-source/morgan-jacobsen,109,128,,n/a
Multiple Writers - Lean Left,Lean Left,Authors,https://www.allsides.com/news-source/multiple-writers-lean-left-media-bias,36,38,,medium
Multiple Writers - Left,Left,Authors,https://www.allsides.com/news-source/multiple-writers-left-media-bias,38,18,,medium
Multiple Writers - Right,Right,Authors,https://www.allsides.com/news-source/multiple-writers-right-media-bias,26,16,,low
Neil J. Young,Lean Left,Authors,https://www.allsides.com/news-source/neil-j-young-media-bias,97,110,,low
Newt Gingrich,Right,Authors,https://www.allsides.com/news-source/newt-gingrich,878,379,,n/a
Nick Anderson (cartoonist),Center,Authors,https://www.allsides.com/news-source/nick-anderson-cartoonist,69,87,,n/a
Noah Smith,Lean Left,Authors,https://www.allsides.com/news-source/noah-smith-media-bias,33,46,,low
Pat Oliphant (cartoonist),Center,Authors,https://www.allsides.com/news-source/pat-oliphant-cartoonist,83,89,,n/a
Paul Krugman,Left,Authors,https://www.allsides.com/news-source/paul-krugman,765,443,,high
Paul Szep (cartoonist),Center,Authors,https://www.allsides.com/news-source/paul-szep-cartoonist,82,76,,n/a
Paul Waldman,Left,Authors,https://www.allsides.com/news-source/paul-waldman-media-bias,38,28,,low
Peggy Noonan,Right,Authors,https://www.allsides.com/news-source/peggy-noonan,431,677,,n/a
Peter Boghossian,Center,Authors,https://www.allsides.com/news-source/peter-boghossian-media-bias,1,0,,low
Peter Thiel,Lean Right,Authors,https://www.allsides.com/news-source/peter-thiel-media-bias,120,151,,low
Piers Morgan,Lean Left,Authors,https://www.allsides.com/news-source/piers-morgan,498,855,,low
Rachel Eckhardt,Lean Left,Authors,https://www.allsides.com/news-source/rachel-eckhardt,89,104,http://www.huffingtonpost.com/rachel-eckhardt/,medium
Ralph Benko,Right,Authors,https://www.allsides.com/news-source/ralph-benko,131,159,,medium
Rand Paul,Lean Right,Authors,https://www.allsides.com/news-source/rand-paul,620,545,,n/a
Rem Reider,Center,Authors,https://www.allsides.com/news-source/rem-reider,128,133,,low
Rev. Jesse Jackson Sr.,Left,Authors,https://www.allsides.com/news-source/jesse-jackson,678,228,,medium
Rich Lowry,Right,Authors,https://www.allsides.com/news-source/rich-lowry-syndicated-columnist,345,325,,n/a
Rich Zeoli,Lean Right,Authors,https://www.allsides.com/news-source/rich-zeoli,132,105,,low
Richard Perrins,Center,Authors,https://www.allsides.com/news-source/richard-perrins-media-bias,11,14,,low
Rick Ungar,Lean Left,Authors,https://www.allsides.com/news-source/rick-ungar,199,182,,n/a
Right Guest Commentaries,Right,Authors,https://www.allsides.com/news-source/right-guest-commentaries,108,86,,n/a
Robby Soave,Lean Right,Authors,https://www.allsides.com/news-source/robby-soave-media-bias,27,22,,low
Robert Reich,Left,Authors,https://www.allsides.com/news-source/robert-reich-media-bias,71,47,,low
Robert Verbruggen,Lean Right,Authors,https://www.allsides.com/news-source/robert-verbruggen-media-bias,31,29,,low
Rod Blagojevich,Center,Authors,https://www.allsides.com/news-source/rod-blagojevich-media-bias,52,165,,low
Rolf Hendriks,Center,Authors,https://www.allsides.com/news-source/rolf-hendriks-media-bias,52,49,,low
Rose Mercer,Lean Left,Authors,https://www.allsides.com/news-source/rose-mercer-media-bias,3,1,,n/a
Russell Brandom,Center,Authors,https://www.allsides.com/news-source/russell-brandom-media-bias,31,42,,low
Ryan Bomberger,Right,Authors,https://www.allsides.com/news-source/ryan-bomberger-media-bias,33,20,,low
Ryan Cooper,Left,Authors,https://www.allsides.com/news-source/ryan-cooper,602,156,,low
Saagar Enjeti,Center,Authors,https://www.allsides.com/news-source/saagar-enjeti-media-bias,198,208,,low
Sam Harris,Center,Authors,https://www.allsides.com/news-source/sam-harris-media-bias,95,73,,low
Samantha Shireman,Lean Left,Authors,https://www.allsides.com/news-source/samantha-shireman-media-bias,50,52,,low
Sarah Palin,Right,Authors,https://www.allsides.com/news-source/sarah-palin-media-bias,15,13,,low
Scott Adams,Center,Authors,https://www.allsides.com/news-source/scott-adams-media-bias,116,131,,low
Scott Stantis (cartoonist),Right,Authors,https://www.allsides.com/news-source/scott-stantis-cartoonist,77,105,,n/a
Sen. Jim Risch,Lean Right,Authors,https://www.allsides.com/news-source/sen-jim-risch-media-bias,10,11,,low
Shannon Mannon,Lean Left,Authors,https://www.allsides.com/news-source/shannon-mannon-media-bias,36,36,,low
Small World (cartoonist),Left,Authors,https://www.allsides.com/news-source/small-world-cartoonist,54,57,,n/a
Stacey Abrams,Lean Left,Authors,https://www.allsides.com/news-source/stacey-abrams-media-bias,126,326,,low
Steve Benen,Left,Authors,https://www.allsides.com/news-source/steve-benen-media-bias,22,13,,low
Steve Breen (cartoonist),Center,Authors,https://www.allsides.com/news-source/steve-breen-cartoonist,93,76,,n/a
Steve Kelley (cartoonist),Right,Authors,https://www.allsides.com/news-source/steve-kelley-cartoonist,59,59,,n/a
Steven Crowder,Right,Authors,https://www.allsides.com/news-source/steven-crowder-media-bias,35,17,,medium
Stuart Carlson (cartoonist),Left,Authors,https://www.allsides.com/news-source/stuart-carlson-cartoonist,64,74,,n/a
Tania Israel,Left,Authors,https://www.allsides.com/news-source/tania-israel-media-bias,27,24,,medium
Tara Parekh,Lean Left,Authors,https://www.allsides.com/news-source/tara-parekh-media-bias,26,25,,low
Ted Rall (cartoonist),Left,Authors,https://www.allsides.com/news-source/ted-rall-cartoonist,84,65,,n/a
The Rachel Maddow Show,Left,Authors,https://www.allsides.com/news-source/rachel-maddow-show-media-bias,5,3,,low
Thomas Frank,Lean Left,Authors,https://www.allsides.com/news-source/thomas-frank,186,197,,low
Thomas Sowell,Lean Right,Authors,https://www.allsides.com/news-source/thomas-sowell,585,380,,n/a
Tim Groseclose,Lean Right,Authors,https://www.allsides.com/news-source/tim-groseclose,119,87,,n/a
Tim Scott,Lean Right,Authors,https://www.allsides.com/news-source/tim-scott-media-bias,2,7,,low
Tom Cole,Right,Authors,https://www.allsides.com/news-source/tom-cole,188,147,,n/a
Tom Toles (cartoonist),Left,Authors,https://www.allsides.com/news-source/tom-toles-cartoonist,114,101,,n/a
Tonya Russell,Lean Left,Authors,https://www.allsides.com/news-source/tonya-russell-media-bias,39,33,,low
Upward News Editorial Team,Lean Right,Authors,https://www.allsides.com/news-source/upward-news-editorial-team-media-bias,16,19,,low
Voice of Chid (Chidike Okeem),Right,Authors,https://www.allsides.com/news-source/voice-chid-chidike-okeem-media-bias,3,1,,low
Will Reusch,Center,Authors,https://www.allsides.com/news-source/will-reusch-media-bias,0,0,,low
William Bennett,Right,Authors,https://www.allsides.com/news-source/william-bennett,187,241,,n/a
Yash Goenka,Lean Left,Authors,https://www.allsides.com/news-source/yash-goenka-media-bias,5,12,,low
Zack Beauchamp,Lean Left,Authors,https://www.allsides.com/news-source/zack-beauchamp-media-bias,22,27,,low
 Karol Markowicz,Right,Authors,https://www.allsides.com/news-source/karol-markowicz-media-bias,4,8,,low
Aaron Withe,Right,Authors,https://www.allsides.com/news-source/aaron-withe-media-bias,109,98,,low
Aidanne DePoy,Left,Authors,https://www.allsides.com/news-source/aidanne-depoy-media-bias,41,38,,medium
Alan Dershowitz,Lean Right,Authors,https://www.allsides.com/news-source/alan-dershowitz-media-bias,239,592,,low
Albert Mohler,Center,Authors,https://www.allsides.com/news-source/albert-mohler-media-bias,2,6,,low
AllSides Staff,Mixed,Authors,https://www.allsides.com/news-source/allsides-staff-media-bias,273,140,,low
Ana Marie Cox,Lean Left,Authors,https://www.allsides.com/news-source/ana-marie-cox-media-bias,66,68,,low
Anderson Cooper,Lean Left,Authors,https://www.allsides.com/news-source/anderson-cooper-media-bias,13,6,,low
Andrew C. McCarthy,Right,Authors,https://www.allsides.com/news-source/andrew-c-mccarthy-media-bias,75,57,,low
Andrew Napolitano,Right,Authors,https://www.allsides.com/news-source/andrew-napolitano,998,1177,,n/a
Andrew Weinzierl,Lean Left,Authors,https://www.allsides.com/news-source/andrew-weinzierl-media-bias,105,85,,medium
Andy Meek,Lean Left,Authors,https://www.allsides.com/news-source/andy-meek-media-bias,77,97,,low
Andy Stanley,Center,Authors,https://www.allsides.com/news-source/andy-stanley-media-bias,2,5,,low
Annafi Wahed,Lean Left,Authors,https://www.allsides.com/news-source/annafi-wahed-media-bias,377,356,,low
Antony Blinken,Lean Left,Authors,https://www.allsides.com/news-source/antony-blinken-media-bias,38,45,,low
Ari Hoffman,Right,Authors,https://www.allsides.com/news-source/ari-hoffmann-media-bias,18,15,,low
Avanti Giridharan,Center,Authors,https://www.allsides.com/news-source/avanti-giridharan-media-bias,96,88,,low
Bella Jasper,Lean Left,Authors,https://www.allsides.com/news-source/bella-jasper-media-bias,83,75,,low
Ben Shapiro,Right,Authors,https://www.allsides.com/news-source/ben-shapiro,3275,1403,,n/a
Bernie Goldberg,Lean Right,Authors,https://www.allsides.com/news-source/bernie-goldberg-media-bias,107,77,,low
Beth Hicks,Right,Authors,https://www.allsides.com/news-source/beth-hicks-media-bias,68,62,,low
Billy Binion,Center,Authors,https://www.allsides.com/news-source/billy-binion,352,277,,medium
Bob Gorrell (cartoonist),Right,Authors,https://www.allsides.com/news-source/bob-gorrell-cartoonist,381,263,,n/a
Brad Parscale,Right,Authors,https://www.allsides.com/news-source/brad-parscale-media-bias,138,55,,low
Brad Raffensperger,Lean Right,Authors,https://www.allsides.com/news-source/brad-raffensperger-media-bias,63,59,,low
Braver Angels,Mixed,Think Tanks,https://www.allsides.com/news-source/braver-angels-media-bias,204,170,https://braverangels.org/,medium
Bret Stephens,Lean Right,Authors,https://www.allsides.com/news-source/bret-stephens,406,444,,n/a
Bruce Golding,Lean Right,Authors,https://www.allsides.com/news-source/bruce-golding-media-bias,16,11,,low
Cal Thomas,Right,Authors,https://www.allsides.com/news-source/cal-thomas-media-bias,68,40,,low
Carrie Lukas,Right,Authors,https://www.allsides.com/news-source/carrie-lukas,302,233,,n/a
Cathy Young,Lean Right,Authors,https://www.allsides.com/news-source/cathy-young-media-bias,117,142,,low
Chadwick Moore,Right,Authors,https://www.allsides.com/news-source/chadwick-moore-media-bias,2,2,,low
Charles Blow,Lean Left,Authors,https://www.allsides.com/news-source/charles-blow,388,468,,low
Charles Fried,Center,Authors,https://www.allsides.com/news-source/charles-fried-media-bias,8,15,,low
Charles Lane,Center,Authors,https://www.allsides.com/news-source/charles-lane-media-bias,93,126,,low
Chip Bok (cartoonist),Right,Authors,https://www.allsides.com/news-source/chip-bok-cartoonist,256,212,,n/a
Chris Cillizza,Lean Left,Authors,https://www.allsides.com/news-source/chris-cillizza-media-bias,36,31,,low
Chris Wallace,Center,Authors,https://www.allsides.com/news-source/chris-wallace-media-bias,244,484,,low
Christopher Barnard,Lean Right,Authors,https://www.allsides.com/news-source/christopher-barnard-media-bias,18,16,,low
Chuck Asay (cartoonist),Right,Authors,https://www.allsides.com/news-source/chuck-asay-cartoonist,272,215,,n/a
Clara Nevins,Lean Left,Authors,https://www.allsides.com/news-source/clara-nevins-media-bias,54,51,,low
Clay Bennett (cartoonist),Left,Authors,https://www.allsides.com/news-source/clay-bennett-cartoonist,235,172,,n/a
ContraPoints (Natalie Wynn),Left,Authors,https://www.allsides.com/news-source/contrapoints-natalie-wynn-media-bias,11,10,,medium
Damon Linker,Lean Left,Authors,https://www.allsides.com/news-source/damon-linker,396,396,,medium
Dan McLaughlin,Right,Authors,https://www.allsides.com/news-source/dan-mclaughlin-media-bias,50,31,,low
Dan Schnur,Center,Authors,https://www.allsides.com/news-source/dan-schnur-media-bias,101,113,,low
Dana Milbank,Left,Authors,https://www.allsides.com/news-source/dana-milbank,285,450,,low
Daryl Davis,Center,Authors,https://www.allsides.com/news-source/daryl-davis-media-bias,4,3,,low
David Axelrod,Lean Left,Authors,https://www.allsides.com/news-source/david-axelrod-media-bias,24,20,,low
David French,Lean Right,Authors,https://www.allsides.com/news-source/david-french-media-bias,103,99,,low
David Harsanyi,Right,Authors,https://www.allsides.com/news-source/david-harsanyi-media-bias,86,69,,low
David Ignatius,Center,Authors,https://www.allsides.com/news-source/david-ignatius,233,333,,low
David Marcus,Right,Authors,https://www.allsides.com/news-source/david-marcus-media-bias,25,27,,low
David Nevins,Center,Authors,https://www.allsides.com/news-source/david-nevins-media-bias,14,12,,low
David Rothkopf,Lean Left,Authors,https://www.allsides.com/news-source/david-rothkopf-media-bias,8,5,,low
Debra Saunders,Right,Authors,https://www.allsides.com/news-source/debra-saunders,210,178,,n/a
Dick Locher (cartoonist),Right,Authors,https://www.allsides.com/news-source/dick-locher-cartoonist,89,111,,n/a
Divided We Fall (author),Mixed,Authors,https://www.allsides.com/news-source/divided-we-fall-author-media-bias,33,27,,low
Douglas Murray,Lean Right,Authors,https://www.allsides.com/news-source/douglas-murray-media-bias,4,5,,low
Dr. Ben Carson,Lean Right,Authors,https://www.allsides.com/news-source/dr-ben-carson-media-bias,74,68,,low
Drew Sheneman (cartoonist),Left,Authors,https://www.allsides.com/news-source/drew-sheneman-cartoonist,146,106,,n/a
E J Dionne,Left,Authors,https://www.allsides.com/news-source/e-j-dionne,606,500,,low
Ed Rogers,Right,Authors,https://www.allsides.com/news-source/ed-rogers,212,132,,n/a
Eddie Scarry,Right,Authors,https://www.allsides.com/news-source/eddie-scarry-media-bias,40,35,,low
Eli Pariser,Left,Authors,https://www.allsides.com/news-source/eli-parser-media-bias,99,67,,low
Elie Mystal,Left,Authors,https://www.allsides.com/news-source/elie-mystal-media-bias,60,38,,low
Elvia Díaz,Left,Authors,https://www.allsides.com/news-source/elvia-d-az-media-bias,16,8,,low
Eric Boehm,Lean Right,Authors,https://www.allsides.com/news-source/eric-boehm-media-bias,42,40,,low
Erik Wemple,Center,Authors,https://www.allsides.com/news-source/erik-wemple,371,502,,low
Eugene Robinson,Left,Authors,https://www.allsides.com/news-source/eugene-robinson,370,247,,n/a
Fareed Zakaria,Center,Authors,https://www.allsides.com/news-source/fareed-zakaria,584,1033,,low
Frank Bruni,Lean Left,Authors,https://www.allsides.com/news-source/frank-bruni,201,231,,low
Franklin D. Kramer,Center,Authors,https://www.allsides.com/news-source/franklin-d-kramer-media-bias,17,14,,low
Froma Harrop,Lean Left,Authors,https://www.allsides.com/news-source/froma-harrop,135,131,,n/a
Gary Markstein (cartoonist),Center,Authors,https://www.allsides.com/news-source/gary-markstein-cartoonist,80,109,,n/a
George W. Bush,Lean Right,Authors,https://www.allsides.com/news-source/george-w-bush-media-bias,215,116,,low
Gina Baleria,Lean Left,Authors,https://www.allsides.com/news-source/gina-baleria-media-bias,46,42,,low
Glenn Greenwald,Center,Authors,https://www.allsides.com/news-source/glenn-greenwald-media-bias,226,290,,low
Glenn Loury,Center,Authors,https://www.allsides.com/news-source/glenn-loury-media-bias,1,2,,low
Gloria Steinem,Left,Authors,https://www.allsides.com/news-source/gloria-steinem-media-bias,68,30,,low
Grover Norquist,Right,Authors,https://www.allsides.com/news-source/grover-norquist,483,215,,n/a
Guest Writer - Left,Lean Left,Authors,https://www.allsides.com/news-source/guest-writer-left,273,355,,medium
Guy Benson,Right,Authors,https://www.allsides.com/news-source/guy-benson-media-bias,1,3,,low
Hasan Piker,Left,Authors,https://www.allsides.com/news-source/hasan-piker-media-bias,36,9,,low
Heather Mac Donald,Right,Authors,https://www.allsides.com/news-source/heather-mcdonald,188,226,,medium
Helaine Olen,Lean Left,Authors,https://www.allsides.com/news-source/helaine-olen-media-bias,7,7,,low
Henry A. Brechter,Center,Authors,https://www.allsides.com/news-source/henry-brechter-media-bias,128,145,,medium
Henry Windsor,Lean Left,Authors,https://www.allsides.com/news-source/henry-windsor-media-bias,29,27,,low
Howard Kurtz,Center,Authors,https://www.allsides.com/news-source/howard-kurtz,556,477,,low
Hyria Stuart,Lean Left,Authors,https://www.allsides.com/news-source/hyria-stuart-media-bias,41,50,,low
Jack Ohman (cartoonist),Left,Authors,https://www.allsides.com/news-source/jack-ohman-cartoonist,99,58,,n/a
Jack Welch,Lean Right,Authors,https://www.allsides.com/news-source/jack-welch,164,153,,n/a
Jacob Hess,Right,Authors,https://www.allsides.com/news-source/jacob-hess-media-bias,46,43,,medium
James Bovard,Lean Right,Authors,https://www.allsides.com/news-source/james-bovard-media-bias,66,47,,low
James Downie,Left,Authors,https://www.allsides.com/news-source/james-downie-media-bias,18,20,,low
James Mattis,Center,Authors,https://www.allsides.com/news-source/james-mattis-media-bias,122,101,,low
James Poulos,Right,Authors,https://www.allsides.com/news-source/james-poulos,94,78,,low
Jason L Riley,Lean Right,Authors,https://www.allsides.com/news-source/jason-l-riley-media-bias,3,1,,low
Jeff Danziger (cartoonist),Left,Authors,https://www.allsides.com/news-source/jeff-danziger-cartoonist,91,84,,n/a
Jeff Jacoby,Right,Authors,https://www.allsides.com/news-source/jeff-jacoby,151,115,,low
Jeff Stahler (cartoonist),Left,Authors,https://www.allsides.com/news-source/jeff-stahler-cartoonist,109,81,,n/a
Jennifer Auer,Center,Authors,https://www.allsides.com/news-source/jennifer-auer-media-bias,33,32,,low
Jeremy E Sherman,Lean Left,Authors,https://www.allsides.com/news-source/jeremy-e-sherman-media-bias,57,66,,low
Jeremy Stahl,Left,Authors,https://www.allsides.com/news-source/jeremy-stahl-media-bias,20,16,,low
Jerry Holbert (cartoonist),Right,Authors,https://www.allsides.com/news-source/jerry-holbert-cartoonist,95,80,,n/a
Jessica Hardin,Center,Authors,https://www.allsides.com/news-source/jessica-hardin-media-bias,21,17,,n/a
Jim Geraghty,Lean Right,Authors,https://www.allsides.com/news-source/jim-geraghty-media-bias,72,67,,low
Jim Obergefell,Lean Left,Authors,https://www.allsides.com/news-source/jim-obergefell-media-bias,69,63,,low
Joan Blades,Left,Authors,https://www.allsides.com/news-source/joan-blades,155,213,,low
Joe Rogan,Center,Authors,https://www.allsides.com/news-source/joe-rogan-media-bias,72,49,,low
Joel Osteen,Center,Authors,https://www.allsides.com/news-source/joel-osteen-media-bias,2,1,,low
John Boehner,Right,Authors,https://www.allsides.com/news-source/john-boehner,304,448,,low
John Deering (cartoonist),Center,Authors,https://www.allsides.com/news-source/john-deering-cartoonist,84,81,,n/a
"John Gable, AllSides Co-founder",Lean Right,Authors,https://www.allsides.com/news-source/john-gable,291,361,,medium
John K. Herr,Lean Right,Authors,https://www.allsides.com/news-source/john-k-herr,85,66,,n/a
John Logan,Lean Left,Authors,https://www.allsides.com/news-source/john-logan-media-bias,4,7,,low
